id,availability,condition,description,image_link,link,title,price,brand,mpn
sellsa-9977,"in stock",new,"
	
		
			Make
			
				Guess
		
		
			Model
			
				UBN21210
		
		
			Colour
			
				Silver-tone
		
		
			Chain Material
			
				Stainless Steel
		
		
			Chain Length
			
				400mm
		
		
			Pendant
			
				Crystallized Guess logo plaque
		
	
",https://beta.sellsa.co.za/image/product_image/9977/MEDIUM,https://beta.sellsa.co.za/guess-logo-neck-chain-free-shipping/products/view/9977,"Guess Logo Neck Chain - FREE SHIPPING","449.0000 ZAR",,9977
sellsa-9978,"in stock",new,"One of the coolest looks&nbsp; in the Ray-Ban collection now with polarised lenses. Inspired by the iconic Wayfarer model, Justin offers a bold rubber finish to give a special touch to your style. Look as good as you see on this unique upgrade to a Ray-Ban.
&nbsp;

	
		
			
				Frame Colour
				
					Black
			
			
				Lens Colour
				
					Grey Gradient
			
			
				Size Code
				
					55
			
			
				Frame Shape
				
					Rectangle
			
			
				Lens Width
				
					53.9mm
			
			
				Bridge Size
				
					16mm
			
			
				Lens Height
				
					43.9mm
			
			
				Temple Arm Length
				
					145mm
			
		
	
	",https://beta.sellsa.co.za/image/product_image/9978/MEDIUM,https://beta.sellsa.co.za/ray-ban-justin-wayfarer-sunglasses-free-shipping/products/view/9978,"Ray-Ban Justin Wayfarer Sunglasses - FREE SHIPPING","1699.0000 ZAR",,9978
sellsa-10047,"in stock",new,"Make : Fossil
Model : CH2565
Series : Coachman
Band Colour : Brown
Band Material : Leather
Band Type : Strap
Bezel : Fixed
Case Material : Stainless Steel
Case Shape : Round
Case Size : 45mm
Case Thickness : 12mm
Clasp : Tang
Dial Colour : Brown, Silver
Dial Markers : Index
Dial type : Analog
Movement : Quartz
Subdials : 24 Hr, 60Sec, 60Min
Warranty : 1 Year
Water resistant : 50m",https://beta.sellsa.co.za/image/product_image/10047/MEDIUM,https://beta.sellsa.co.za/fossil-coachman-ch2565/products/view/10047,"Fossil Coachman CH2565","1999.0000 ZAR",,10047
sellsa-88959,"in stock",new,"

	&nbsp;
	&nbsp;
	Silver stamped Earrings
	
		
	These 925 stamped earrings are exquisitely made with detail and perfection.
	&nbsp;
	&nbsp;
	
	&nbsp;
	This is not Sterling silver but sterling silver plated with 925 stamped
	",https://beta.sellsa.co.za/image/product_image/88959/MEDIUM,https://beta.sellsa.co.za/925-stamped-silver-dual-heart-earrings/products/view/88959,"Eternia - 925 Stamped silver Dual-Heart earrings","85.0000 ZAR",,88959
sellsa-88961,"in stock",new,"&nbsp;
Silver stamped Earrings

	
These 925 stamped earrings are exquisitely made with detail and perfection.
&nbsp;
&nbsp;
&nbsp;
This is not Sterling silver but sterling silver plated with 925 stamped

	",https://beta.sellsa.co.za/image/product_image/88961/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-beautiful-wicker-earrings/products/view/88961,"Eternia - 925 stamped silver beautiful Wicker Earrings","85.0000 ZAR",,88961
sellsa-88963,"in stock",new,"This 925 stamped necklace is exquisitely made with detail and perfection.

This is not Sterling silver but sterling silver plated with 925 stamped

	",https://beta.sellsa.co.za/image/product_image/88963/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-snake-necklace-pendant/products/view/88963,"Eternia - 925 Stamped silver snake necklace pendant","115.0000 ZAR",,88963
sellsa-88964,"in stock",new,"Silver stamped Earrings

	
These 925 stamped earrings are exquisitely made with detail and perfection.

&nbsp;
This is not Sterling silver but sterling silver plated with 925 stamped",https://beta.sellsa.co.za/image/product_image/88964/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-double-heart-earrings/products/view/88964,"Eternia - 925 Stamped silver, Double Heart Earrings","85.0000 ZAR",,88964
sellsa-88965,"in stock",new,"Silver stamped Necklace
This 925 stamped necklace is exquisitely made with detail and perfection.

This is not Sterling silver but sterling silver plated with 925 stamped

	",https://beta.sellsa.co.za/image/product_image/88965/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-ruby-sunflower-beautiful-women-necklace/products/view/88965,"Eternia - 925 stamped Silver ruby sunflower Beautiful women Necklace","125.0000 ZAR",,88965
sellsa-88966,"in stock",new,"Silver stamped Necklace
This 925 stamped necklace is exquisitely made with detail and perfection.

This is not Sterling silver but sterling silver plated with 925 stamped",https://beta.sellsa.co.za/image/product_image/88966/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-star-of-david-necklace-pendant/products/view/88966,"Eternia - 925 Stamped silver Star of David necklace pendant","115.0000 ZAR",,88966
sellsa-88967,"in stock",new,"Silver stamped Earrings

	
These 925 stamped earrings are exquisitely made with detail and perfection.
&nbsp;
This is not Sterling silver but sterling silver plated with 925 stamped",https://beta.sellsa.co.za/image/product_image/88967/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-double-square-earrings/products/view/88967,"Eternia - 925 Stamped silver, Double Square Earrings","85.0000 ZAR",,88967
sellsa-88968,"in stock",new,"Silver stamped Ring

	
This 925 stamped ring is exquisitely made with detail and perfection.
&nbsp;
This is not Sterling silver but sterling silver plated with 925 stamped

	",https://beta.sellsa.co.za/image/product_image/88968/MEDIUM,https://beta.sellsa.co.za/eternia-925-stamped-silver-dragon-charm-ring/products/view/88968,"Eternia - 925 stamped silver Dragon charm ring","115.0000 ZAR",,88968
sellsa-88969,"in stock",new,"Silver stamped Necklace &amp; Ring Set

	
This 925 stamped Necklace &amp; Ring set is exquisitely made with detail and perfection.

&nbsp;
This is not Sterling silver but sterling silver plated with 925 stamped",https://beta.sellsa.co.za/image/product_image/88969/MEDIUM,https://beta.sellsa.co.za/eternia-925-silver-jewellery-crystal-pendant-set-necklace-ring-set/products/view/88969,"Eternia - 925 silver jewellery crystal pendant set Necklace + Ring SET","145.0000 ZAR",,88969
sellsa-91013,"in stock",new,"MOLD SIZE:33cm*22cm*2.5cm
		Description
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

4. Easy release, no releasing agent is needed. 
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/91013/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-26-english-alphabet-mould-for-resin-cement-cake-or-chocolate/products/view/91013,"Craftsy - Mould - DIY Jewelry Making - 26 English alphabet mould for Resin, cement, cake or chocolate","470.0000 ZAR",,91013
sellsa-115041,"in stock",new,"Description
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Package included:1 Pcs pink Silicone Mould
Color: Pink

Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
4. Food-grade silicone (FDA Standard), suitable for the use of microwave, oven, making cakes, pizza, bread, mousse, jelly, prepared foods, chocolate, pudding, fruit, etc.
5. easy release, no releasing agent is needed.

&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115041/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-star-silicone-mould/products/view/115041,"Craftsy - Mould - DIY Jewelry Making - Star Silicone Mould","95.0000 ZAR",,115041
sellsa-115057,"in stock",new,"Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
	&nbsp;
	Feature:
	1. Easy to use and clean for the silicone material.
	2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
	3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
	
	&nbsp;
	How to use:
	When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115057/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-various-rings/products/view/115057,"Craftsy - Mould - DIY Jewelry Making - Various Rings","85.0000 ZAR",,115057
sellsa-115058,"in stock",new,"Description
	
	Specification:
	Material: Silicone
	Type: symbol&nbsp;
	Color: White
	Size: One Size
	Quantity: 1 Pc
	Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
	&nbsp;
	Feature:
	1. Easy to use and clean for the silicone material.
	2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
	3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
	
	4. Easy release, no releasing agent is needed.
	
	&nbsp;
	How to use:
	When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115058/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-symbol-3-silicone-resin-mold/products/view/115058,"Craftsy - Mould - DIY Jewelry Making - symbol 3 - Silicone Resin Mold","35.0000 ZAR",,115058
sellsa-115059,"in stock",new,"Description
	
	Specification:
	Material: Silicone
	Type: symbol&nbsp;
	Color: White
	Size: One Size
	Quantity: 1 Pc
	Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
	&nbsp;
	Feature:
	1. Easy to use and clean for the silicone material.
	2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
	3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
	4. Food-grade silicone (FDA Standard), suitable for the use of microwave, oven, making cakes, pizza, bread, mousse, jelly, prepared foods, chocolate, pudding, fruit, etc.
	5. easy release, no releasing agent is needed.
	
	&nbsp;
	How to use:
	When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115059/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-symbol-1-silicone-resin-mold/products/view/115059,"Craftsy - Mould - DIY Jewelry Making - symbol 1 - Silicone Resin Mold","35.0000 ZAR",,115059
sellsa-115060,"in stock",new,"Description
	
	Specification:
	Material: Silicone
	Type: cross&nbsp;
	Color: White
	Size: One Size
	Quantity: 1 Pc
	Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
	&nbsp;
	Feature:
	1. Easy to use and clean for the silicone material.
	2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
	3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
	4. Food-grade silicone (FDA Standard), suitable for the use of microwave, oven, making cakes, pizza, bread, mousse, jelly, prepared foods, chocolate, pudding, fruit, etc.
	5. easy release, no releasing agent is needed.
	
	&nbsp;
	How to use:
	When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115060/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-cross-3-silicone-resin-mold/products/view/115060,"Craftsy - Mould - DIY Jewelry Making - Cross 3 - Silicone Resin Mold","35.0000 ZAR",,115060
sellsa-115061,"in stock",new,"
Description

	
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

	
4. Easy release, no releasing agent is needed.

	
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115061/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-symbol-2-silicone-resin-mold/products/view/115061,"Craftsy - Mould - DIY Jewelry Making - symbol 2 - Silicone Resin Mold","35.0000 ZAR",,115061
sellsa-115062,"in stock",new,"Description

	
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

	
4. Easy release, no releasing agent is needed.

	
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115062/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-diamond-large-size-61mm-in-diameter-and-36mm-in-height/products/view/115062,"Craftsy - Mould - DIY Jewelry Making - Diamond - Large size, 61mm in diameter and 36mm in height","109.0000 ZAR",,115062
sellsa-115063,"in stock",new,"Description

	
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

	
4. Easy release, no releasing agent is needed.

	
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115063/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-diamond-small-size-45-mm-in-diameter-and-26-mm-in-height/products/view/115063,"Craftsy - Mould - DIY Jewelry Making - Diamond - Small size 45 mm in diameter and 26 mm in height","89.0000 ZAR",,115063
sellsa-115064,"in stock",new,,https://beta.sellsa.co.za/image/product_image/115064/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-silicone-mold-macaron-45cm/products/view/115064,"Craftsy - Mould - DIY Jewelry Making - Silicone Mold Macaron 4.5cm","75.0000 ZAR",,115064
sellsa-115068,"in stock",new,"Description

	
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

	
4. Easy release, no releasing agent is needed.

	
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115068/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-water-ripple-triangle-gemstone-30x30x30x12mm/products/view/115068,"Craftsy - Mould - DIY Jewelry Making - Water ripple Triangle Gemstone 30x30x30x12mm","35.0000 ZAR",,115068
sellsa-115069,"in stock",new,"
Description

	
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

	
4. Easy release, no releasing agent is needed.

	
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/115069/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-water-ripple-circle-gemstone-30mm-diameter/products/view/115069,"Craftsy - Mould - DIY Jewelry Making - Water ripple circle Gemstone 30mm diameter","35.0000 ZAR",,115069
sellsa-119954,"in stock",new,"Description
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Package included:1 Pcs pink Silicone Mould
Color: Pink

Feature:
1.Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
4. Food-grade silicone (FDA Standard), suitable for the use of microwave, oven, making cakes, pizza, bread, mousse, jelly, prepared foods, chocolate, pudding, fruit, etc.
5.easy release, no releasing agent is needed.

&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily push out.",https://beta.sellsa.co.za/image/product_image/119954/MEDIUM,https://beta.sellsa.co.za/mould-diy-jewelry-making-steam-punk-silicone-mould/products/view/119954,"Mould - DIY Jewelry Making - steam punk Silicone Mould","115.0000 ZAR",,119954
sellsa-119955,"in stock",new,"Feature:
1.Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
4. Food-grade silicone (FDA Standard), suitable for the use of microwave, oven, making cakes, pizza, bread, mousse, jelly, prepared foods, chocolate, pudding, fruit, etc.
5.easy release, No releasing agent is needed.

How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/119955/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-pocketwatch-shaker/products/view/119955,"Craftsy - Mould - DIY Jewelry Making - Pocketwatch shaker","65.0000 ZAR",,119955
sellsa-119956,"in stock",new,"Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used as Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
4. Food-grade silicone (FDA Standard), suitable for the use of microwave, oven, making cakes, pizza, bread, mousse, jelly, prepared foods, chocolate, pudding, fruit, etc.
5.easy release, No releasing agent is needed.

How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/119956/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-geometric-set-square-45-degrees-10x5cm/products/view/119956,"Craftsy - Mould - DIY Jewelry Making - Geometric set - Square 45' degrees: 10x5cm","55.0000 ZAR",,119956
sellsa-119983,"in stock",new,"Description
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.
4. Easy release, no releasing agent is needed.
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/119983/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-perfume-bottle-45mm-x-35mm/products/view/119983,"Craftsy - Mould - DIY Jewelry Making - perfume bottle - 45mm x 35mm","29.0000 ZAR",,119983
sellsa-119984,"in stock",new,"Description
Specification:
Material: Silicone
Type: symbol&nbsp;
Color: White
Size: One Size
Quantity: 1 Pc
Material: Mould is made of silicone which is flexible, resistant to tearing, durable.
&nbsp;
Feature:
1. Easy to use and clean for the silicone material.
2. Multifunctional silicone moulds, perfect tools can make a great shape for jewelry pendant ornament.
3. It can be used for Resin, Cabochon, Polymer Clay, Fimo, Gum Paste, Pmc, Wax, Candle, Soap Mold.

	
4. Easy release, no releasing agent is needed.
&nbsp;
How to use:
When you release the item out of the mould, just twist the mould, the piece can be easily pushed out.",https://beta.sellsa.co.za/image/product_image/119984/MEDIUM,https://beta.sellsa.co.za/craftsy-mould-diy-jewelry-making-water-ripple-triangle-gemstone-30x30x30x12mm-1/products/view/119984,"Craftsy - Mould - DIY Jewelry Making - Water ripple Triangle Gemstone 30x30x30x12mm","35.0000 ZAR",,119984
sellsa-694,"in stock",new,"The CapeSnax Snack Box are filled with 10 different snacks chosen from nuts, seeds, dried fruit, fruit bars, health bars, biltong, dry wors, candy and chocolates. The items are hand picked from selected Suppliers, and changes frequently.&nbsp; No CapeSnax Snack Box are the same.&nbsp;&nbsp;",https://beta.sellsa.co.za/image/product_image/694/MEDIUM,https://beta.sellsa.co.za/capesnax-snacks/products/view/694,"CapeSnax Snack Box","450.0000 ZAR",Nestle,694
sellsa-1130,"in stock",new,"African
	2 Month Supply Special Offer
	
	


&nbsp;
African
	Hair Growth TreatmentFor Medium &amp; Short Coarse Hair Types 
&nbsp;NuLengths African Hair Growth Treatment has been specifically designed for African Hair types that require more intensive growth and conditioning treatments. 
The African Hair Growth Treatment formula is designed to stop and slow down hair loss by stimulating growth within the hair follicles and supplying the hair with additional vital nutrients, thereby also combating weak hair and scalp conditions. 
African Hair Growth Treatment contains only organic ingredients, that improve the blood flow in the scalp, allowing for an increase in oxygen delivery while restoring the small hair follicles to their normal size and activity.
NuLengths African Hair Growth Treatment has over a 90% success rate, with incredible results displayed within the first two weeks of use. See your hair line completely restored.
Applied to the scalp through a spray pump applicator to reduce hair loss, revitalize hair and scalp and create optimal conditions for healthy growth.
Phenomenal results have been achieved with individuals that have undergone various medical treatments including Thyroid, Menopause, CCCA (Central Centrifugal Cicatrical Alopecia) and Radio/Chemotherapy.
Please take a tour of our before and after photo's from South African men and woman that have tried NuLengths African Hair Growth Treatment with great success.
Suitable for men and woman. Individual results may vary.
		

&nbsp;Special Offer
			Save R335.00
			
Your special offer includes:
&nbsp; 4 x 200ml African Hair Growth Treatments
&nbsp; 2 x 50ml African Hair Growth Treatments
&nbsp; ",https://beta.sellsa.co.za/image/product_image/1130/MEDIUM,https://beta.sellsa.co.za/nulengths-african-hair-growth-treatment-2-months-supply/products/view/1130,"NuLengths African Hair Growth Treatment 2 Months Supply","1134.0000 ZAR",,1130
sellsa-1131,"in stock",new,"Platinum
	2 Month Supply Special Offer
	
&nbsp;

Platinum
	Hair Growth TreatmentFor Long &amp; Short Soft Texture Hair Types 
&nbsp;NuLengths Platinum Hair Growth Treatment is an organic hair growth tonic with specifically added natural conditioner, which stimulates and speeds up hair growth, while softening your hair and soothes the scalp. 
Platinum contains all organic ingredients, with NO harmful chemicals. Platinum improves circulation in the scalp and encourages healthy new hair growth.
NuLengths Platinum has over a 90% success rate. Within the first week, hair growth result of over 3cm is often experienced on healthy, soft textured hair types.
Phenomenal results have been achieved with individuals that have undergone various medical treatments, such as those including Thyroid, Menopause, and Chemotherapy.
Please take a tour of our before and after photo's from South African men and woman that have tried NuLengths Platinum Hair Growth Treatment with great success.
Suitable for men and woman.

&nbsp;

			
Your special offer includes:
&nbsp;&nbsp; 4 x 200ml Platinum Hair Growth Treatments
&nbsp;&nbsp; 2 x 50ml Platinum Hair Growth Treatments",https://beta.sellsa.co.za/image/product_image/1131/MEDIUM,https://beta.sellsa.co.za/nulengths-platinum-hair-growth-treatment-2-month-supply/products/view/1131,"NuLengths Platinum Hair Growth Treatment 2 Month Supply","1174.0000 ZAR",,1131
sellsa-1132,"in stock",new,"Strand Maximiser
		2 Month Supply Special Offer
	
	


Strand Maximiser
	Bald Spot TreatmentFor All Hair Types NuLengths Strand Maximiser Bald Spot Treatment has been specifically designed to accelerate the restoration of hair follicles and begin the hair restoration process. 
Applied to the scalp, the unique blend of organic ingredients help reduce hair loss and revitalise scalp and hair for healthy growth. The transfer of bio-nutrients energise cells for improved follicle performance, assisting in promoting healthier blood circulation and delivery of oxygen across the applied area.
NuLengths Strand Maximiser contains all organic ingredients, with NO harmful chemicals. Added conditioners and natural bio-stimulators, rich in both organic and mineral substances are easily available to the hair follicle to aid in fast new hair growth.
Excellent results have been achieved with individuals that have undergone various medical treatments including Thyroid, Menopause, and Radio/Chemotherapy.
Please take a tour of our before and after photo's from South African men and woman that have tried NuLengths Strand Maximiser Bald Spot Treatment with great success.
Suitable for men &amp; women. Individual results may vary.
&nbsp;

Special Offer
			Save over R270.00
			
Your special offer includes:
&nbsp;&nbsp; 4 x 200ml Strand Maximiser Bald Spot Treatments",https://beta.sellsa.co.za/image/product_image/1132/MEDIUM,https://beta.sellsa.co.za/nulengths-strand-maximizer-2-months-supply/products/view/1132,"NuLengths Strand Maximizer 2 Months Supply","1076.0000 ZAR",,1132
sellsa-1133,"in stock",new,"African + De-Tangled
	Hair Growth &amp; Conditioning Treatments


African
	Hair Growth TreatmentFor Medium &amp; Short Coarse Hair Types NuLengths African Hair Growth Treatment has been specifically designed for African Hair types that require more intensive growth and conditioning treatments. 
The African Hair Growth Treatment formula is designed to stop and slow down hair loss by stimulating growth within the hair follicles and supplying the hair with additional vital nutrients, thereby also combating weak hair and scalp conditions. 
African Hair Growth Treatment contains only organic ingredients, that improve the blood flow in the scalp, allowing for an increase in oxygen delivery while restoring the small hair follicles to their normal size and activity.
NuLengths African Hair Growth Treatment has over a 90% success rate, with incredible results displayed within the first two weeks of use. See your hair line completely restored.
Applied to the scalp through a spray pump applicator to reduce hair loss, revitalize hair and scalp and create optimal conditions for healthy growth.
Phenomenal results have been achieved with individuals that have undergone various medical treatments including Thyroid, Menopause, CCCA (Central Centrifugal Cicatrical Alopecia) and Radio/Chemotherapy.
Please take a tour of our before and after photo's from South African men and woman that have tried NuLengths African Hair Growth Treatment with great success.
Suitable for men and woman. Individual results may vary.


De-Tangled
	Leave in ConditionerFor All Hair Types NuLengths De-Tangled has the formula to combat challenging hair. Micro-conditioners silken and separate strands to help repair damage and prevent breakage. Your hair feels moisturised and is silky with a healthy-looking shine. Lightly conditions as it detangles. 
NuLengths De-Tangled has been specifically designed to combat frizzy hair, leaving unmanageable hair hydrated, soft, manageable with a brilliant shine. Containing hydrolyzed protein that helps in repairing damaged hair and Cationic surfactants that help in smoothing the surface of the hair. Also, with essential oils that help in making your hair soft and less vulnerable to tangles",https://beta.sellsa.co.za/image/product_image/1133/MEDIUM,https://beta.sellsa.co.za/nulengths-african-detangled-combo/products/view/1133,"NuLengths African & Detangled Spring Special","328.0000 ZAR",,1133
